stop_id,route_types
3189972,3
3189973,3
3189974,3
3189975,3
3189976,3
3189977,3
3189978,3
3189979,3
3189980,3
3189981,3
3189982,3
3189983,3
3189984,3
3189985,3
3189986,3
3189987,3
3189988,3
3189989,3
3189990,3
3189991,3
3189992,3
3189993,3
3189994,3
3189995,3
3189996,3
3189997,3
3189998,3
3189999,3
3190000,3
3190001,3
3190002,3
3190003,3
3190004,3
3190005,3
3190006,3
3190007,3
3190008,3
3190009,3
3190010,3
3190011,3
3190012,3
3190013,3
3190014,3
3190015,3
3190016,3
3190017,3
3190018,3
3190019,3
3190020,3
3190022,3
3190023,3
3190024,3
3190025,3
3190026,3
3190027,3
3190028,3
3190029,3
3190030,3
3190031,3
3190032,3
3190033,3
3190034,3
3190035,3
3190036,3
3190037,3
3190038,3
3190039,3
3190040,3
3190041,3
3190042,3
3190043,3
3190044,3
3190045,3
3190046,3
3190047,3
3190048,3
3190049,3
3190050,3
3190051,3
3190052,3
3190053,3
3190054,3
3190055,3
3190056,3
3190057,3
3190058,3
3190059,3
3190060,3
3190061,3
3190062,3
3190063,3
3190064,3
3190065,3
3190066,3
3190067,3
3190068,3
3190069,3
3190070,3
3190071,3
3190072,3
3190073,3
3190074,3
3190075,3
3190077,3
3190078,3
3190079,3
3190080,3
3190084,3
3190085,3
3190086,3
3190087,3
3190088,3
3190089,3
3190090,3
3190091,3
3190092,3
3190101,3
