stop_id,stop_name,stop_lat,stop_lon
2860212,[Groningen Europapark] OV Halte Helperpark,53.204761,6.587014
2860213,[Amersfoort Centraal] Bushalte bij taxistandplaats,52.152979,5.374667
2860223,[Utrecht Lunetten] OV halte Furkaplateau,52.065876,5.14312
2860229,[Delft Campus] Marcellus Emantspad,51.990748,4.364164
2860230,[Delft Campus] Forensenweg,51.990632,4.364269
2860256,"[Goes] Achterzijde station, Stationspark",51.497642,3.890646
2860259,"[Grou-Jirnsum] Voorzijde station, Stationsweg",53.090235,5.822267
2860273,"[Hilversum] voorzijde station, Schapenkamp",52.22639,5.179871
2860274,"[Hilversum] OHR - Uitstaphalte Voorzijde station, Schapenkamp",52.225986,5.180151
2860277,"[Schagen] Voorplein Station, Stationsweg",52.785301,4.804862
2860279,"[Driehuis] Voorplein station, van den Vondellaan",52.443105,4.639021
2860292,[Geldermalsen] OV Halte Burg. Roozeveld van der Venlaan,51.881714,5.270781
2860294,"[Den Helder] Voorplein Station, Middenweg",52.956976,4.760992
2860310,"[Rotterdam Noord] Onder viaduct A20, Bergweg",51.941779,4.481719
2860314,"[Hoogeveen] Voorzijde station, P&R, Parkeerplaats",52.73256,6.472864
2860315,"[Hoogeveen] Voorzijde station, P&R, Parkeerplaats",52.732666,6.473044
2860316,"[Hoogeveen] Voorzijde station, busstation (lange zijde)",52.732906,6.47339
2860318,"[Rotterdam Centraal] Centrumzijde, busstation Conradstraat halte EE",51.92368,4.46724
2860324,"[Almere Oostvaarders] Voorzijde station, busstrook Ambonstraat",52.402825,5.301714
2860331,"[Breda] Belcrumzijde station, Stationslaan",51.596443,4.778863
2860332,"[Beverwijk] OV halte, Stationsplein",52.477851,4.654772
2860340,[Diemen] Bushalte Ouddiemerlaan,52.345483,4.967771
2860343,"[Castricum] Voorzijde station, OV halte, Stationsweg",52.545752,4.659144
2860349,[Alkmaar] OHR Voorkant station t.h.v. AH,52.637499,4.740518
2860353,[Baarn] OHR - Uitstaphalte OV halte Stationsplein,52.208352,5.282131
2860354,[Baarn] OV halte Stationsplein,52.208352,5.282131
2860357,"[Amsterdam Science Park] Voorzijde station, OV halte Kruislaan",52.352348,4.9477
2860364,"[Santpoort Zuid] Voorzijde station, Willem de Zwijgerlaan",52.419362,4.63094
2860366,"[Roosendaal] Voorzijde station, Stationsplein",51.540419,4.459341
2860372,[Meppel] Meppel busstation halte F,52.691472,6.197272
2860373,[Meppel] P&R (grote verbussingen),52.690386,6.197015
2860374,"[Den Haag HS] Achterzijde station, Waldorpstraat",52.068609,4.322625
2860386,[Arnemuiden] Stationsplein,51.50132,3.669907
2860392,"[Zwolle] Zuidzijde, Hanzelaan",52.503808,6.089477
2860394,"[Zwolle] Zuidzijde, Hanzelaan",52.503729,6.090639
2860397,"[Lelystad Centrum] Achterzijde station, Stationslaan",52.508113,5.472222
2860419,[Tiel] NS bushalte Stationsweg,51.889721,5.423954
2860423,"[Almere Buiten] Achterzijde station, ov-halte Poolcirkelstraat",52.393414,5.278461
2860424,"[Zaltbommel] Voorzijde station, Oude stationsweg",51.807597,5.26291
2860425,"[Almere Parkwijk] Voorzijde station, Busstation halte A",52.37677,5.245004
2860427,"[Leiden Centraal] Voorzijde station, Bushalte G/H, Stationsplein",52.165399,4.482081
2860428,"[Abcoude] Voorplein Station, OV halte, Spoorlaan",52.278645,4.976665
2860429,"[Lage Zwaluwe] Voorzijde station, Westelijke Parallelweg",51.689688,4.662793
2860432,[Rotterdam Alexander] OV halte Prins Alexanderlaan,51.952208,4.551248
2860434,"[Weert] Busstation, Stationsplein",51.249018,5.705035
2860440,"[Anna Paulowna] Voorzijde station, Bushalte, Stationsweg",52.867671,4.811784
2860444,[Houten] OV bushalte De Molen,52.032888,5.169852
2860456,"[Alkmaar Noord] Voorplein Station, OV halte, Drechterwaard",52.643895,4.763562
2860472,[Weesp] Weesp P+R,52.313022,5.043996
2860473,"[Weesp] Achterzijde station, rotonde Leeuwenveldseweg",52.312376,5.044529
2860474,"[Wolvega] Voorzijde station, Stationsweg",52.879517,6.005061
2860476,[Nijmegen Dukenburg] OV halte busstation Spijkerhofplein,51.823229,5.793281
2860478,"[Boxtel] Achterzijde station, van Salmstraat",51.582904,5.318265
2860484,[Nijmegen Lent] Hertog Eduartplein,51.862255,5.860849
2860495,"[Heerenveen] Voorzijde station, Trambaan",52.96037,5.917093
2860502,"[Amsterdam Muiderpoort] OV halte, Insulindeweg Noordzijde",52.361336,4.933532
2860510,"[Dordrecht Zuid] Parkeerplaats BeneVia Muziekcentrum, Spirea",51.791127,4.671732
2860524,[Roermond] Godsweerdersingel,51.192942,5.993029
2860536,"[Oudenbosch] Voorzijde station, Stationsstraat",51.587839,4.53286
2860542,"[Leeuwarden] halte U, overkant busstation",53.196816,5.791497
2860545,[Amsterdam Sloterdijk] Radarweg West,52.389539,4.835922
2860551,"[Amsterdam Bijlmer ArenA] Busstation, Hoogoordplein, Halte K",52.311067,4.947537
2860555,"[Amsterdam Centraal] Busstation IJ-Zijde, Bushalte M",52.380021,4.899371
2860559,"[Assen] NS bushalte, Busstation (uitstaphalte OV)",52.991425,6.570659
2860564,"[Sittard] Achterzijde station, P&R Q-park Geerweg",51.001817,5.857814
2860567,[Heerhugowaard] OV Busstation,52.669776,4.824281
2860570,"[Den Haag Centraal] Busplatform, Prins Bernhardviaduct",52.079983,4.326045
2860572,[Haarlem] Voorplein station OV (uitstaphalte),52.387481,4.639343
2860573,[Haarlem] Kennemerplein (Kiss&Ride),52.388865,4.637895
2860574,"[Haarlem] Voorplein station, OV halte Jansweg",52.386972,4.639807
2860580,"[Breukelen] OV busstation, Stationsweg",52.170301,4.991418
2860586,"[Etten-Leur] Voorzijde station, Stationsplein",51.575014,4.636594
2860594,"[Middelburg] Voorzijde station, Kanaalweg",51.495056,3.617111
2860595,"[Middelburg] OV halte richting Arnemuiden, Kanaalweg",51.495075,3.617183
2860598,"[Bloemendaal] Voorzijde Station, Zuider Stationsweg",52.404175,4.627217
2860605,"[Akkrum] Voorzijde station, Galemaleane",53.047511,5.842701
2860622,[Vlissingen] Stationsplein,51.443861,3.595679
2860626,[Culemborg] OV halte Stationsplein,51.947079,5.227021
2860627,"[Steenwijk] Voorzijde station, Bushalte A, Stationsplein",52.790637,6.11797
2860642,"[Delft] Busplatform, v. Leeuwenhoeksingel",52.007632,4.357297
2860644,"[Amsterdam Holendrecht] Voorzijde station, Halte C, Meibergdreef",52.297106,4.958933
2860648,"[Haren] Voorzijde station, Nieuwe stationsweg",53.174543,6.617631
2860698,Aachen Hbf,50.76868246787725,6.090169630004236
2860717,Arkel,51.872026344603626,4.993669694978625
2860957,Aachen West,50.78153458688269,6.071969428593651
2861021,Bad Bentheim,52.3098823809,7.15791463852
2861402,Eijsden,50.7720831037,5.70965051651
2861813,Hengelo,52.26232351409781,6.794029162004477
2862011,Herzogenrath,50.8709036609,6.09431147575
2862018,IJlst,53.0145718584,5.61608970165
2862214,Loppersum,53.334612067240236,6.748381485375467
2862301,Mook-Molenhoek,51.7665963986654,5.878734069877312
2918961,[Capelle Schollevaar] Stationsplein richting Gouda,51.953793,4.583849
2918962,[Capelle Schollevaar] Stationsplein richting Rotterdam,51.953923,4.584545
2918969,"[Duivendrecht] OV halte, Stationsplein richting Diemen Zuid",52.32296,4.936301
2919017,[Krommenie-Assendelft] Ov halte Provinciale weg richting Uitgeest,52.495765,4.755139
2919020,[Koog aan de Zaan] OV halte Provinciale weg richting Uitgeest,52.457362,4.806329
2919054,[Santpoort Noord] OV halte Santpoortse Dreef richting Haarlem,52.433207,4.632968
2919055,[Santpoort Noord] OV halte Santpoortse Dreef richting Uitgeest,52.43392,4.633412
2919060,[Tiel Passewaaij] OV halte J.M. den Uyllaan richting Geldermalsen,51.873098,5.392982
2919061,[Tiel Passewaaij] OV halte J.M. den Uyllaan richting Tiel,51.872846,5.392256
2919064,[Utrecht Vaartsche Rijn] OV halte Vondellaan richting Utrecht Centraal,52.078456,5.121156
2919080,"[Wormerveer] OV halte, Provincialeweg richting Uitgeest",52.48929,4.794411
2919089,[Zaandijk Zaanse Schans] OV halte Provinciale weg richting Uitgeest,52.46969,4.805696
2992043,"[Almere Buiten] OHR-Uitstaphalte Achterzijde, Poolcirkelstraat",52.393414,5.278461
2992048,"[Almere Muziekwijk] Achterzijde,halte Busbaan,Chopinpad Almere Poort",52.367435,5.190621
2992049,"[Almere Muziekwijk] Achterz,OV-halte busbaan,Chopinpad Almere Parkwijk",52.367706,5.191368
2992050,"[Almere Muziekwijk] OHR-Achterzijde,OVhalte busbaan Chopinpad AlmerePw",52.367706,5.191368
2992057,"[Almere Oostvaarders] OHR-Uitstaphalte Voorzijde, busstrook Ambonstraat",52.402825,5.301714
2992062,"[Almere Parkwijk] OHR-Uitstaphalte Voorzijde, Busstation PW halte A",52.37677,5.245004
2992099,"[Almere Poort] Voorzijde station, Busstation halte H,Winterspelen",52.343137,5.153616
2992100,"[Almere Poort] OHR-Uitstap Voorzijde,Bushalte H,Winterspelen",52.343137,5.153616
2992142,Appingedam,53.32565692414691,6.862988367451078
2992214,"[Amsterdam Zuid] Centrumzijde, Halte E Strawinskylaan Schiphol",52.340902,4.872815
2992286,Bedum,53.3067094576436,6.593171623342396
2992305,Baflo,53.36095761771103,6.518442613794895
2992314,Boven-Hardinxveld,51.8317813097161,4.878026231457873
2992345,"[Beilen] Voorzijde, NS-bushalte Kiss&Ride, Stationslaan",52.854981,6.520727
2992361,Boxmeer,51.6443353529,5.93992888927
2992405,Bressoux,50.6442628867,5.61143875122
2992421,Beesd,51.89916398359882,5.195779955060357
2992453,"[Castricum] OHR-Uitstaphalte Voorzijde,OV halte,Stationsweg",52.545752,4.659144
2992463,Cuijk,51.7271311627,5.87448298931
2992504,Dordrecht,51.80750353524598,4.6690436967353905
2992508,Dordrecht Stadspolders,51.80221851057588,4.716548387936001
2992521,Didam,51.933281401106484,6.131853689845704
2992525,Dalfsen,52.49865637213062,6.259886358291737
2992640,Delfzijl,53.33377704284588,6.924765590483205
2992643,Delfzijl West,53.33217234661669,6.906474599577889
2992659,Echt,51.1001668945,5.87836951017
2992690,Eygelshoven Markt,50.8961614749,6.05816602707
2992779,"[Elst] Voorzijde, Oude Aamsestraat richting Nijmegen",51.917174,5.85416
2992780,"[Elst] OV-halte,Voorzijde,v. Oldebarneveltstr Arnhem Cent",51.917715,5.853744
2992844,"[Gouda] NS-bushalte, Bloemendaalzijde,Burgerm Jamessingel",52.018316,4.707049
2992845,"[Gouda] NSbushalte,Bloemendaalzijde,Burg.Jamessingel Rtd",52.018417,4.705969
2992877,Groningen Europapark,53.20465487362952,6.587168021280632
2992905,Hardinxveld-Giessendam,51.83019100936898,4.834603837627685
2992909,Groningen Noord,53.23005377478674,6.55569432378679
2992921,Gorinchem,51.833460953823526,4.967589566763446
2992959,[Den Haag Moerwijk] OV-halte Hildebrandstraat richting Den Haag Centr,52.05499,4.309709
2992989,Hardinxveld Blauwe Zoom,51.82931844551571,4.815214894747062
2993033,Hoogeveen,52.7333747901,6.47301256657
2993037,Hoogezand-Sappemeer,53.159969482934144,6.770647990799731
2993107,Hindeloopen,52.94645987541881,5.422743934126574
2993130,Heerlen,50.890986994305145,5.976455464894796
2993134,Heerlen Woonboulevard,50.89591033101633,5.953083468796281
2993165,['s-Hertogenbosch] NS bushalte t.h.v. spoor 1 (perronweg),51.69057,5.294369
2993261,Klimmen-Ransdaal,50.8665296192,5.889980793
2993264,Koudum-Molkwerum,52.90293318744508,5.4105594213633115
2993302,Kropswolde,53.1614938562,6.72267258167
2993334,Leerdam,51.894333673417506,5.093111740406255
2993359,Landgraaf,50.896134407,6.01951539516
2993400,Liège-Guillemins,50.624283527,5.56659221649
2993415,Leeuwarden,53.19645223452626,5.791575205197612
2993444,Meerssen,50.88286931426892,5.750945728165785
2993448,Mantgum,53.1296487305,5.71346729994
2993482,Maastricht,50.8506842956035,5.704599237720314
2993486,Martenshoek,53.1606704757,6.74012303352
2993490,Maastricht Noord,50.871751883925576,5.716623438202342
2993495,Maastricht Randwyck,50.837259667589656,5.7175625539511055
2993533,Nijmegen,51.84384571932529,5.8534115553016495
2993545,Nijmegen Heyendaal,51.8266261734,5.86765944958
2993557,Bad Nieuweschans,53.18499108429649,7.20053635705916
2993571,"[Nieuwerkerk a/d IJssel] Kerklaan, Uitgang Dorrestein richting Gouda",51.965364,4.617881
2993572,"[Nieuwerkerk a/d IJssel] Kerklaan, Uitgang Dorrestein richting Rotterdam",51.965187,4.618248
2993596,Oldenzaal,52.30657232630169,6.933705470333008
2993687,Rheine,52.276107,7.4352
2993707,Roermond,51.19283758227891,5.992990320248353
2993797,Reuver,51.2831990348,6.07892632484
2993821,Scheemda,53.1657997670729,6.978422740645356
2993833,Sliedrecht,51.829577582353025,4.7768066296788625
2993836,Sliedrecht Baanhoek,51.82893009019005,4.742774951575573
2993857,Sneek,53.0321747892,5.65132319927
2993861,Sneek Noord,53.0402325369,5.66301226616
2993867,Swalmen,51.2364091848,6.03363454342
2993875,Schin op Geul,50.8560532721,5.87205290794
2993888,Susteren,51.0607740424,5.86239159107
2993908,Sittard,51.00113789520716,5.859047542746777
2993916,Stedum,53.32627660598302,6.6876128158747115
2993922,Stavoren,52.886498863560625,5.360109037528584
2993929,Sauwerd,53.291606681033805,6.540059172893022
2993952,Tegelen,51.33899825911488,6.144413901110304
2993975,Uithuizermeeden,53.41400184619993,6.720898469411151
2993978,Uithuizen,53.409686673083876,6.674086575669888
2993982,Usquert,53.40112853281003,6.6099647602998415
2994062,Voerendaal,50.8866156783,5.92967748642
2994065,Veendam,53.1052006963,6.88633561134
2994085,Valkenburg,50.86884626838242,5.833196400611452
2994097,Venlo,51.36484211399698,6.1724199236521775
2994101,Vierlingsbeek,51.5919457558,5.99758565426
2994121,Venray,51.5267015981,6.01357698441
2994182,Warffum,53.39002975823074,6.566242746281
2994191,Workum,52.972255535489865,5.456304610565506
2994209,[Weesp] Ov halte Leeuwenveldseweg,52.31296,5.044524
2994210,Weesp,52.312516451399254,5.044616753936324
2994212,Weener,53.1634654022,7.34269738197
2994216,Winschoten,53.13941348759016,7.036252313960232
2994220,Winsum,53.329793062833424,6.520155835769424
2994261,Zuidbroek,53.15929787029248,6.865865437738953
2994280,Zuidhorn,53.2484964743,6.40620946884
2994304,Zwolle,52.50419157781266,6.091485110341168
2994340,Zevenaar,51.92324984403911,6.073193002734717
3012026,"[Vlissingen Souburg] Achterzijde station, Nieuwe Vlissingseweg",51.464567,3.592864
3012027,"[Vlissingen Souburg] Achterzijde station, Nieuwe Vlissingeseweg",51.46586,3.593907
3030114,"[Den Helder Zuid] Voorzijde Station, OV halte Waterkeringsweg",52.932472,4.764839
3030115,"[Hoofddorp] OV halte Busstation, Van Heuven Goedhartlaan",52.292979,4.698101
3030116,"[Heemskerk] Voorzijde station, halte P+R, Euratomplein",52.494457,4.685523
3030120,[Heiloo] OHR - Uitstaphalte Voorzijde station,52.600954,4.701496
3030125,[Hilversum Media Park] OV halte Mies Bouwman Boulevard,52.237937,5.173595
3030129,[Krommenie-Assendelft] OHR -Uitstaphalte Ov halte Provinciale weg,52.495765,4.755139
3030131,[Koog aan de Zaan] OHR -Uitstaphalte OV halte Provinciale weg,52.457362,4.806329
3030137,"[Naarden-Bussum] Voorzijde station, NS-Bushalte Albrechtlaan",52.280888,5.15831
3030138,"[Naarden-Bussum] voorzijde station, NS bushalte Albrechtlaan",52.280844,5.158398
3030139,"[Nijmegen] Voorzijde station, Busstation halte B",51.843795,5.853443
3030149,"[Rijswijk] Voorzijde station, Sir Winston Churchilllaan",52.037133,4.321988
3030155,"[Uitgeest] Voorzijde station, OV halte",52.521942,4.702532
3030156,[Uitgeest] OHR - Uitstaphalte  Anna van Renesselaan,52.520782,4.702564
3030165,[Wormerveer] OHR -Uitstaphalte OV halte,52.48929,4.794411
3030167,"[Zaandam] Voorzijde station, Bushalte D",52.439056,4.814055
3030168,[Zaandam] OHR - Uitstaphalte halte D,52.439056,4.814055
3030169,"[Zevenbergen] Voorzijde station, Stationslaan",51.641555,4.609863
3030170,"[Zevenbergen] Voorzijde station, Stationslaan",51.641507,4.609445
3030171,[Zaandijk Zaanse Schans] OHR -Uitstaphalte OV halte Provinciale weg,52.46969,4.805696
3034755,"[Amsterdam Amstel] Busstation, Overzichtweg",52.346106,4.918455
3054582,[Arnhem Centraal] Busterminal halte L,51.984214,5.900335
3054584,"[Almere Centrum] Uitstaphalte Busstation,Haltes O,P,Q",52.375143,5.217534
3054585,[Hilversum Media Park] OV halte Mies Bouwman Boulevard,52.23765,5.173582
3065340,Almere Centrum,52.37499101625018,5.217503087305703
3133733,[Driehuis] halte van den Vondellaan richting Santpoort,52.444937,4.638902
3133734,[Driehuis] halte van den Vondellaan richting Beverwijk,52.445245,4.63925
3133796,[Utrecht Centraal] Halte Jaarbeursplein bushalte G,52.089343,5.10631
3160191,Zevenbergen,51.64152722263559,4.609563270841914
3181263,[Dordrecht] Burgemeester de Raadtsingel,51.807909,4.665897
3183666,"De Rijp, Julianalaan",52.554437,4.844524
3183667,"De Rijp, Julianalaan",52.554715,4.844343
3183668,"De Rijp, Wollandje",52.559843,4.843395
3183669,"De Rijp, Wollandje",52.559626,4.843147
3183670,"Middenbeemster, De Buurt",52.547808,4.912495
3183671,"Middenbeemster, De Buurt",52.548016,4.912729
3183672,"Zuidoostbeemster, Middenpad",52.517045,4.945134
3183673,"Zuidoostbeemster, Middenpad",52.515365,4.945328
3183674,"Watergang, De Dollard",52.426833,4.951269
3183675,"Watergang, Watergang",52.438085,4.951055
3183676,"Watergang, De Dollard",52.426553,4.950992
3183677,"Watergang, Watergang",52.438957,4.95112
3183678,"Ilpendam, Jaagweg",52.448799,4.949008
3183679,"Schouw, Splitsing",52.422498,4.952885
3183680,"Schouw, Splitsing",52.422496,4.952399
3183681,"Broek in Waterland, Broek in Waterland",52.433689,4.997271
3183682,"Schouw, Splitsing",52.421974,4.954595
3183683,"Broek in Waterland, Kruisweg",52.424079,4.975377
3183684,"Broek in Waterland, Kruisweg",52.424506,4.97677
3183685,"Schouw, Splitsing",52.422254,4.955092
3183686,"Ilpendam, Jaagweg",52.449635,4.949058
3183687,"Landsmeer, Noordeinde Nr 78",52.439446,4.914614
3183688,"Landsmeer, Noordeinde Nr 40",52.441691,4.91409
3183689,"Landsmeer, Vermaning",52.444377,4.913781
3183690,"Den Ilp, Nr 38",52.447566,4.911291
3183692,"Landsmeer, Noordeinde Nr 122",52.437586,4.914766
3183693,"Landsmeer, Zwanebloemweg",52.435128,4.918248
3183694,"Landsmeer, Fuutstraat",52.432954,4.918374
3183697,"Landsmeer, Raadhuisstraat",52.432264,4.914337
3183698,"Landsmeer, Landsmeer Centrum",52.4287,4.913199
3183699,"Landsmeer, Luyendijk",52.425662,4.910923
3183701,"Landsmeer, Burg. Postweg",52.425813,4.905894
3183702,"Landsmeer, Scheepsbouwersweg",52.423791,4.905989
3183704,"Landsmeer, Geijenbreek",52.426683,4.909957
3183706,"Den Ilp, Nr 38",52.447736,4.910907
3183707,"Landsmeer, Vermaning",52.444062,4.913697
3183708,"Landsmeer, Noordeinde Nr 40",52.441403,4.914078
3183709,"Landsmeer, Noordeinde Nr 78",52.4396,4.914818
3183710,"Landsmeer, Noordeinde Nr 122",52.437074,4.914698
3183712,"Landsmeer, Landsmeer Centrum",52.42907,4.913533
3183713,"Landsmeer, Luyendijk",52.426032,4.911375
3183714,"Landsmeer, Raadhuisstraat",52.431094,4.914115
3183715,"Koog a/d Zaan, Glazenmaker",52.458485,4.802504
3183716,"Koog a/d Zaan, Glazenmaker",52.457682,4.801793
3183717,"Koog a/d Zaan, Gouwzoom",52.458539,4.793454
3183719,"Westzaan, Kerkbuurt",52.465555,4.771655
3183720,"Zaandam, Station",52.43861,4.814678
3183721,"Zaandam, Station",52.438375,4.814505
3183722,"Zaandam, Station",52.43877,4.81425
3183723,"Zaandam, Station",52.438555,4.814385
3183724,"Zaandam, Station",52.438915,4.814483
3183725,"Westzaan, Middel",52.467275,4.78102
3183728,"Westzaan, Grote Steng",52.43313,4.761798
3183729,"Zaandam, Albert Heijnweg",52.431343,4.813596
3183730,"Westzaan, Middel",52.467159,4.781227
3183731,"Koog a/d Zaan, Gouwzoom",52.459238,4.793136
3183734,"Zaandam, Station Kogerveld",52.457393,4.818099
3183735,"Zaandam, Kennemerbeek",52.469905,4.837629
3183736,"Zaandam, Hof van Zaenden",52.454389,4.821506
3183737,"Zaandam, IJssel",52.468779,4.835126
3183738,"Zaandam, Jufferstraat",52.459819,4.818053
3183739,"Zaandam, De Twee Gebroeders",52.468164,4.830395
3183740,"Zaandam, Sportvelden",52.465144,4.822811
3183741,"Zaandam, Borgerdiep",52.466672,4.826603
3183742,"Zaandam, Borgerdiep",52.466775,4.827352
3183743,"Zaandam, Sportvelden",52.465106,4.82234
3183744,"Zaandam, De Twee Gebroeders",52.46851,4.831406
3183745,"Zaandam, Jufferstraat",52.460366,4.817899
3183746,"Zaandam, IJssel",52.468566,4.8356
3183747,"Zaandam, Hof van Zaenden",52.45461,4.820709
3183748,"Zaandam, Kennemerbeek",52.469744,4.837631
3183750,"Zaandam, Voorsterbeek",52.469692,4.845917
3183752,"Zaandam, Station",52.438762,4.814573
3183753,"Zaandam, Station",52.439076,4.814378
3183755,"Zaandam, Schipbeek",52.471906,4.842681
3183756,"Zaandam, Fonteinkruidweg",52.459643,4.830297
3183757,"Zaandam, Schipbeek",52.471869,4.842476
3183758,"Zaandam, Leverkruidweg",52.459354,4.827946
3183759,"Zaandam, Koekoeksbloemweg",52.458646,4.824615
3183760,"Zaandam, Vinkenstraat",52.439587,4.819681
3183761,"Zaandam, Zonnedauwhoek",52.457894,4.819519
3183763,"Zaandam, Veldvliegerweg",52.444546,4.828677
3183764,"Zaandam, Kopermolenstraat",52.44969,4.82745
3183765,"Zaandam, Kopermolenstraat",52.449249,4.827294
3183766,"Zaandam, Veldvliegerweg",52.445183,4.828508
3183767,"Zaandam, Zonnedauwhoek",52.457982,4.819224
3183768,"Zaandam, Vinkenstraat",52.439515,4.819755
3183769,"Zaandam, Koekoeksbloemweg",52.458616,4.824056
3183770,"Westzaan, Kerkbuurt",52.465602,4.770403
3183771,"Zaandam, Leverkruidweg",52.459491,4.828474
3183772,"Zaandam, Zaanse Schans",52.472563,4.821686
3183774,"Zaandam, Vermiljoenweg",52.443789,4.837938
3183775,"Zaandam, Zuidervaart",52.432076,4.851303
3183776,"Zaandam, Tjotterlaan",52.446476,4.839847
3183777,"Zaandam, Dodonaeusstraat",52.439913,4.853208
3183778,"Zaandam, Brigantijnstraat",52.445314,4.849157
3183779,"Zaandam, Barkstraat",52.449456,4.844796
3183780,"Zaandam, Barkstraat",52.450146,4.844317
3183781,"Zaandam, Brigantijnstraat",52.446031,4.848604
3183783,"Zaandam, Tjotterlaan",52.446935,4.8399
3183784,"Zaandam, Zuidervaart",52.432088,4.851905
3183785,"Zaandam, Vermiljoenweg",52.443618,4.837955
3183786,"Zaandam, Het Mennistenerf",52.442088,4.831694
3183787,"Zaandam, Houthavenkade",52.43171,4.822722
3183789,"Zaandam, Hembrugterrein",52.424316,4.827139
3183790,"Zaandijk, Simon Gammerkade",52.470116,4.797302
3183791,"Zaandam, Houthavenkade",52.432648,4.821534
3183792,"Koog a/d Zaan, Westerkoogweg",52.461781,4.796633
3183793,"Koog a/d Zaan, Oosterveld",52.461191,4.802747
3183794,"Zaandam, Noordwachter",52.453491,4.838862
3183795,"Zaandam, Noordwachter",52.453836,4.839638
3183796,"Zaandam, Weerpad/Wachterstraat",52.434994,4.85465
3183797,"Zaandam, Weerpad/Wachterstraat",52.434913,4.854459
3183798,"Zaandam, Zuiderzee",52.454802,4.832829
3183799,"Zaandam, Zuiderzee",52.45503,4.831561
3183800,"Zaandam, Noordwachter",52.454163,4.838339
3183801,"Zaandam, Westerwateringtunnel",52.446673,4.809279
3183802,"Zaandam, Westerwateringtunnel",52.447221,4.809286
3183803,"Zaandam, De Westerwatering",52.449032,4.802923
3183804,"Zaandijk, Rotonde Rooswijk",52.47424,4.79526
3183805,"Zaandijk, Verpleeghuis Rooswijk",52.477048,4.80139
3183806,"Zaandijk, Simon Gammerkade",52.47112,4.796714
3183807,"Zaandijk, Paukenhof",52.472528,4.796195
3183808,"Zaandijk, Bannehof",52.475181,4.801915
3183809,"Zaandijk, Oud Heinstraat",52.472355,4.802835
3183810,"Zaandijk, Irving Berlinstraat",52.475855,4.798211
3183812,"Zaandam, Botenmakersstraat",52.442311,4.821705
3183813,"Zaandam, Botenmakersstraat",52.442445,4.821688
3183815,"Zaandam, Schellingweg",52.428427,4.796358
3183816,"Zaandam, Schellingweg",52.428103,4.79817
3183818,"Westzaan, Kleine Steng",52.431606,4.772803
3183819,"Zaandam, Hensbroekstraat",52.451836,4.801032
3183820,"Zaandam, Hensbroekstraat",52.451772,4.80093
3183822,"Zaandam, Smitsven",52.438032,4.844628
3183823,"Zaandam, Smitsven",52.438167,4.844655
3183824,"Zaandam, Schaarsven",52.434323,4.847261
3183825,"Zaandam, Schaarsven",52.434503,4.847318
3183826,"Zaandam, Symon Spierweg",52.426147,4.820897
3183827,"Zaandam, Symon Spierweg",52.426174,4.820985
3183828,"Zaandam, Zaans Medisch Centrum",52.451997,4.825023
3183829,"Zaandam, Zaans Medisch Centrum",52.452392,4.824842
3183830,"Zaandam, Zaans Medisch Centrum",52.453675,4.824472
3183833,"Zaandam, De Weer/Twiskeweg",52.441678,4.842112
3183834,"Zaandam, De Weer/Twiskeweg",52.44166,4.841995
3183835,"Zaandam, Het Mennistenerf",52.442188,4.831928
3183836,"Zaandam, Walraven van Hallstraat",52.439276,4.835715
3183837,"Zaandam, Morgensterstraat",52.434178,4.839116
3183838,"Zaandam, De Vlinder",52.429726,4.856271
3183839,"Zaandam, Vijfhoek",52.430624,4.842277
3183840,"Zaandam, Vijfhoek",52.430998,4.841582
3183841,"Zaandam, De Vlinder",52.429601,4.856479
3183842,"Zaandam, De Vlinder",52.429395,4.856525
3183843,"Zaandam, De Vlinder",52.429277,4.856453
3183844,"Zaandam, De Vlinder",52.429134,4.856617
3183845,"Zaandam, Morgensterstraat",52.43415,4.838867
3183846,"Amsterdam, Westkolkdijk",52.43003,4.864031
3183847,"Zaandam, Walraven van Hallstraat",52.438522,4.835974
3183849,"Zaandam, Gedempte Gracht",52.439938,4.823662
3183850,"Zaandam, Parkstraat",52.444781,4.81957
3183851,"Zaandam, Vincent van Goghweg/Westzijde",52.450282,4.819661
3183852,"Zaandam, Frans Halsstraat",52.453976,4.812287
3183853,"Zaandam, Breedweer",52.455247,4.811226
3183854,"Koog a/d Zaan, Verzetstraat",52.463479,4.811104
3183855,"Koog a/d Zaan, Boschjesstraat",52.46684,4.812841
3183856,"Koog a/d Zaan, Stationsstraat",52.469514,4.811924
3183858,"Zaandijk, Beeldentuin",52.473883,4.814104
3183859,"Zaandijk, Willem Dreeslaan",52.47569,4.812196
3183860,"Zaandijk, Valkstraat",52.477705,4.80902
3183861,"Zaandijk, Koperslagerstraat",52.479698,4.808464
3183862,"Zaandijk, Valkstraat",52.477823,4.809092
3183863,"Zaandijk, Willem Dreeslaan",52.475414,4.812745
3183864,"Zaandijk, Beeldentuin",52.474153,4.814159
3183866,"Koog a/d Zaan, Stationsstraat",52.468805,4.812242
3183867,"Koog a/d Zaan, Boschjesstraat",52.46694,4.813017
3183868,"Koog a/d Zaan, Verzetstraat",52.463272,4.810945
3183869,"Koog a/d Zaan, Willem Alexanderbrug",52.458609,4.811227
3183870,"Zaandam, Breedweer",52.455246,4.811035
3183871,"Zaandam, Frans Halsstraat",52.454058,4.812404
3183872,"Zaandam, Vincent van Goghweg/Westzijde",52.45003,4.819694
