stop_id,stop_name
3670890,Rotterdam Zuid
3670893,Ravenstein
3670894,Ravenstein
3670898,Vlissingen
3670899,Vlissingen
3670900,Vlissingen
3670903,Zwijndrecht
3670904,Zwijndrecht
3670905,Zwijndrecht
3670906,Zwijndrecht
3707611,Berlin Hbf
3707612,Berlin-Spandau
3707613,Bünde (Westf)
3707619,Hannover Hbf
3707621,Osnabrück Hbf
3707622,Rheine
3784758,Berlin Hbf
3784773,München Ost
3871036,Altenberge
3871037,Altenberge
3871038,Ahaus
3871039,Ahaus
3871040,Steinfurt-Burgsteinfurt
3871041,Steinfurt-Burgsteinfurt
3871042,Steinfurt-Borghorst
3871043,Bork (Westf)
3871044,Coesfeld (Westf)
3871045,Coesfeld (Westf)
3871046,Dortmund-Derne
3871047,Dortmund-Derne
3871048,Dortmund-Kirchderne
3871049,Dortmund-Kirchderne
3871050,Dortmund Hbf
3871051,Dülmen
3871052,Epe (Westf)
3871053,Epe (Westf)
3871054,Steinfurt-Grottenkamp
3871055,Rosendahl-Holtwick
3871056,Lüdinghausen
3871057,Lüdinghausen
3871058,Lette (Kr Coesfeld)
3871059,Legden
3871060,Lünen Hbf
3871061,Lünen Hbf
3871062,Metelen Land
3871063,Münster-Häger
3871064,Münster (W) Zentrum Nord
3871065,Nordwalde
3871066,Ochtrup
3871067,Ochtrup
3871068,Preussen
3871069,Preussen
3871070,Selm-Beifang
3871071,Selm
3871076,Gronau (Westf.)
3871077,Gronau (Westf.)
3871078,Gronau (Westf.)
3871082,Münster (Westf) Hbf
3871083,Münster (Westf) Hbf
3930347,Den Haag Centraal
3930348,Den Haag Centraal
3930353,Salzburg Hbf
3934969,Berlin Hbf
3954293,Geldermalsen
3954294,Geldermalsen
3954297,Geldermalsen
3954300,Geldermalsen
3954301,Geldermalsen
4001890,Almere Poort
4001891,Almere Poort
4001894,Anna Paulowna
4001895,Anna Paulowna
4001898,Amsterdam Bijlmer ArenA
4001899,Amsterdam Bijlmer ArenA
4001900,Amsterdam Bijlmer ArenA
4001901,Amsterdam Bijlmer ArenA
4001902,Amsterdam Bijlmer ArenA
4001903,Amsterdam Bijlmer ArenA
4001907,Amsterdam Holendrecht
4001908,Amsterdam Holendrecht
4001913,Eindhoven Centraal
4001916,Eindhoven Centraal
4001919,Eindhoven Centraal
4001922,Eindhoven Centraal
4001924,Eindhoven Centraal
4001925,Eindhoven Centraal
4001928,Gouda Goverwelle
4001929,Gouda Goverwelle
4001930,Gouda Goverwelle
4001931,Gouda Goverwelle
4001934,Hoorn
4001935,Hoorn
4001936,Hoorn
4001939,Haren
4001940,Haren
4001943,'s-Hertogenbosch
4001946,'s-Hertogenbosch
4001947,'s-Hertogenbosch
4001948,'s-Hertogenbosch
4001950,'s-Hertogenbosch
4001951,'s-Hertogenbosch
4001953,'s-Hertogenbosch
4001954,'s-Hertogenbosch
4001955,'s-Hertogenbosch
4001956,'s-Hertogenbosch
4001957,'s-Hertogenbosch
4001958,'s-Hertogenbosch
4001961,Hilversum Media Park
4001962,Hilversum Media Park
4001970,Rotterdam Lombardijen
4001971,Rotterdam Lombardijen
4001972,Rotterdam Lombardijen
4001973,Rotterdam Lombardijen
4001976,Utrecht Vaartsche Rijn
4001977,Utrecht Vaartsche Rijn
4001978,Utrecht Vaartsche Rijn
4001979,Utrecht Vaartsche Rijn
4016238,Antwerpen-Noorderdokken
4016239,Antwerpen-Noorderdokken
4016240,Antwerpen-Centraal
4016241,Antwerpen-Centraal
4016242,Antwerpen-Centraal
4016243,Antwerpen-Centraal
4016244,Antwerpen-Centraal
4016245,Antwerpen-Centraal
4016246,Antwerpen-Centraal
4016247,Antwerpen-Centraal
4016248,Antwerpen-Luchtbal
4016249,Antwerpen-Luchtbal
4016250,Antwerpen-Luchtbal
4016251,Antwerpen-Luchtbal
4016252,Antwerpen-Berchem
4016253,Antwerpen-Berchem
4016254,Antwerpen-Berchem
4016255,Ludwigslust
4016258,Essen
4016259,Essen
4016260,Kalmthout
4016261,Kalmthout
4016262,Boom
4016263,Boom
4016264,Antwerpen-Zuid
4016265,Antwerpen-Zuid
4016266,Hoboken-Polder
4016267,Hoboken-Polder
4016268,Puurs
4016269,Puurs
4016270,Ruisbroek-Sauvegarde
4016271,Kijkuit
4016272,Kijkuit
4016273,Wildert
4016274,Wildert
4016277,Hemiksem
4016278,Hemiksem
4016279,Kapellen
4016280,Kapellen
4016281,Ekeren
4016282,Ekeren
4016283,Niel
4016284,Niel
4016285,Sint-Mariaburg
4016286,Sint-Mariaburg
4016287,Heide (B)
4016288,Heide (B)
4016291,Schelle
4016292,Schelle
4026655,Antwerpen-Centraal
4026656,Antwerpen-Luchtbal
4026657,Antwerpen-Berchem
4026658,Antwerpen-Berchem
4053493,Vught
4053494,Vught
4118574,Hamburg-Bergedorf
4118575,Hamburg-Bergedorf
4118576,Hamburg-Harburg
4118577,Hamburg-Harburg
4118578,Antwerpen-Luchtbal
4118579,Ludwigslust
4132923,Vise
